No,Name,Price,Location,Rate,Living Room,Bed Room,Bed,Bath Room,Link
241,Căn hộ cao cấp - Căn hộ Vix gần sân bay,₫475.000 ,Tân Bình,NA,1,1,0,0,https://www.airbnb.com.vn/rooms/1114977536654005701?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1863548413&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899983_P3iPDT2bjXxPlsqk&previous_page_section_name=1000&federated_search_id=7df104da-87fb-49e1-868c-152a5281faec
242,"P""m""P.24 : Tropical flat * Gorgeous Bathtub in D1",₫1.803.785 ,Quận 1,"5,0",2,1,1,0,https://www.airbnb.com.vn/rooms/1179623055427375476?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-09-25&check_out=2024-09-30&source_impression_id=p3_1723899983_P3zHaWJok6vHSlCg&previous_page_section_name=1000&federated_search_id=7df104da-87fb-49e1-868c-152a5281faec
243,Căn hộ ẤM CÚNG 1BR Vinhomes Central Park với tầm nhìn LM81,₫1.061.103 ,Ho Chi Minh city,"4,93",2,1,1,1,https://www.airbnb.com.vn/rooms/45129757?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-26&check_out=2024-08-31&source_impression_id=p3_1723899983_P3nxZnZry3rZADj8&previous_page_section_name=1000&federated_search_id=7df104da-87fb-49e1-868c-152a5281faec
244,Cubicity Hidden House 3C,₫651.367 ,Quận 1,"4,80",2,1,1,1,https://www.airbnb.com.vn/rooms/698238519137582513?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899983_P3eK3i8Cixr3BMgI&previous_page_section_name=1000&federated_search_id=7df104da-87fb-49e1-868c-152a5281faec
245,Căn hộ 1 phòng ngủ ấm cúng * Gần chợ Bến Thành,₫340.000 ,Việt Nam,"4,56",1,1,0,0,https://www.airbnb.com.vn/rooms/24027472?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=469773749&search_mode=regular_search&check_in=2024-08-22&check_out=2024-08-27&source_impression_id=p3_1723899983_P3vWFKWuNsvz4byZ&previous_page_section_name=1000&federated_search_id=7df104da-87fb-49e1-868c-152a5281faec
246,Phòng chính gần sân bay,₫298.000 ,Tân Bình,"4,80",1,1,0,0,https://www.airbnb.com.vn/rooms/35340401?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=771610338&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899983_P3LG8tjFfQQhcOW3&previous_page_section_name=1000&federated_search_id=7df104da-87fb-49e1-868c-152a5281faec
247,KIZUNA stay Sài Gòn 201,₫556.167 ,Quận 1,"5,0",2,1,1,0,https://www.airbnb.com.vn/rooms/30433732?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899983_P3_YCaiKE4bzTDTw&previous_page_section_name=1000&federated_search_id=7df104da-87fb-49e1-868c-152a5281faec
248,Đón /Studio MIỄN PHÍ tại Trung tâm dành cho người nước ngoài 8,₫836.155 ,phường 12,"4,90",2,1,1,1,https://www.airbnb.com.vn/rooms/33887163?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-19&check_out=2024-08-24&source_impression_id=p3_1723899983_P3_uSDZBPmmhjNYR&previous_page_section_name=1000&federated_search_id=7df104da-87fb-49e1-868c-152a5281faec
249,Phòng ngủ chính sang trọng - Tầm nhìn và hồ bơi tuyệt đẹp,₫690.199 ,Ho Chi Minh,"4,87",2,1,0,0,https://www.airbnb.com.vn/rooms/16790267?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=267763200&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899983_P3PrG4Je2HTLQI-f&previous_page_section_name=1000&federated_search_id=7df104da-87fb-49e1-868c-152a5281faec
250,Căn hộ cao cấp tại The Manor 2,₫1.127.366 ,Bình Thạnh,NA,2,1,1,1,https://www.airbnb.com.vn/rooms/1222819168187641336?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899983_P3InbBGBi_-WcQCY&previous_page_section_name=1000&federated_search_id=7df104da-87fb-49e1-868c-152a5281faec
251,"căn hộ Rivergate 2 giường - Luxury, Pool Bitexco",₫1.062.597 ,Quận 4,"4,94",4,1,2,1,https://www.airbnb.com.vn/rooms/878818829342852578?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-24&check_out=2024-08-29&source_impression_id=p3_1723899983_P3dq9hiEyZXM7sP7&previous_page_section_name=1000&federated_search_id=7df104da-87fb-49e1-868c-152a5281faec
252,Studio Panorama ở Quận 1,₫425.000 ,Quận 1,"4,60",2,1,1,1,https://www.airbnb.com.vn/rooms/625737402037256410?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899985_P3qK13EsWn9doHFw&previous_page_section_name=1000&federated_search_id=d49c4e78-054a-439c-8b7e-b01ae746619c
253,Studio độc đáo cho 2 người ở trung tâm quận 1,₫428.399 ,Quận 1,"4,79",2,1,1,1,https://www.airbnb.com.vn/rooms/997480263159439789?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-29&check_out=2024-09-03&source_impression_id=p3_1723899986_P3v9mLy8x2A8Gpzj&previous_page_section_name=1000&federated_search_id=d49c4e78-054a-439c-8b7e-b01ae746619c
254,"Sân bay Btw & trung tâm D1, wi-fi nhanh vànhận phòng 24/7",₫425.000 ,Phú Nhuận,"4,92",2,1,1,1,https://www.airbnb.com.vn/rooms/925831197333133263?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899986_P3uF_u7kWLeV4SHT&previous_page_section_name=1000&federated_search_id=d49c4e78-054a-439c-8b7e-b01ae746619c
255,T204 Căn hộ có hồ bơi - Vị trí đắc địa ở Quận 3,₫576.209 ,Quận 3,"5,0",2,1,1,1,https://www.airbnb.com.vn/rooms/1037272075595268956?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899986_P3IGipr3wspWNd3S&previous_page_section_name=1000&federated_search_id=d49c4e78-054a-439c-8b7e-b01ae746619c
256,Studio 1 phòng ngủ quyến rũ với tầm nhìn tuyệt đẹp ra sông,₫551.157 ,Quận 1,"5,0",2,1,1,1,https://www.airbnb.com.vn/rooms/1171531800962363509?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899986_P3LiroZU9xPcBtdQ&previous_page_section_name=1000&federated_search_id=d49c4e78-054a-439c-8b7e-b01ae746619c
257,Căn hộ Sông Sài Gòn - Siêu sang 28m2- Quận 7,₫500.000 ,Quận 7,"4,83",2,1,1,0,https://www.airbnb.com.vn/rooms/48760758?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899986_P3ApihFzNfQUaqYa&previous_page_section_name=1000&federated_search_id=d49c4e78-054a-439c-8b7e-b01ae746619c
258,"P""m""P. 20 :Vẻ đẹp của sự không hoàn hảo* Trung tâm thành phố D1",₫951.998 ,Quận 1,"5,0",2,1,1,0,https://www.airbnb.com.vn/rooms/1176485635075926125?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-24&check_out=2024-08-29&source_impression_id=p3_1723899986_P3-CxBoYhmPGkmnU&previous_page_section_name=1000&federated_search_id=d49c4e78-054a-439c-8b7e-b01ae746619c
259,"Quận 3 - Netflix, Bath lover - Chill giữa Sài Gòn",₫650.000 ,Quận 3,"4,90",1,1,0,0,https://www.airbnb.com.vn/rooms/1157979547587612650?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1917977318&search_mode=regular_search&check_in=2024-08-22&check_out=2024-08-27&source_impression_id=p3_1723899986_P32-QcYQ72o0TfEi&previous_page_section_name=1000&federated_search_id=d49c4e78-054a-439c-8b7e-b01ae746619c
260,"Spunky Minimalist D2- (wifi nhanh, hồ bơi, phòng tập thể dục, BBQ)",₫800.000 ,Phường Thạnh Mỹ Lợi,"5,0",4,1,2,1,https://www.airbnb.com.vn/rooms/755409884081956638?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-20&check_out=2024-08-25&source_impression_id=p3_1723899986_P3_rkJ4r9wkHZ-Yr&previous_page_section_name=1000&federated_search_id=d49c4e78-054a-439c-8b7e-b01ae746619c
261,"Saiko Home 1403 - Quận 1, Bitexco, Bùi Viện",₫748.000 ,Quận 4,"4,89",2,1,2,1,https://www.airbnb.com.vn/rooms/765134604414653496?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899986_P3KLg5X7n1TMhJXc&previous_page_section_name=1000&federated_search_id=d49c4e78-054a-439c-8b7e-b01ae746619c
262,482/10 Nơ Trang Long Chính chủ ( nhỏ),₫250.526 ,Bình Thạnh,"4,25",2,1,1,1,https://www.airbnb.com.vn/rooms/1051776608168336023?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899986_P3XkSB5N40yHGnh5&previous_page_section_name=1000&federated_search_id=d49c4e78-054a-439c-8b7e-b01ae746619c
263,Homestay căn hộ quận 7,₫526.104 ,Quận 7,"4,73",1,1,0,0,https://www.airbnb.com.vn/rooms/647316393076289843?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1869830079&search_mode=regular_search&check_in=2024-08-19&check_out=2024-08-24&source_impression_id=p3_1723899986_P3ynPQxDfF3yvRW1&previous_page_section_name=1000&federated_search_id=d49c4e78-054a-439c-8b7e-b01ae746619c
264,Gần sân bay - Căn hộ siêu nhỏ sang trọng và ấm cúng ở Phú Nhuận,₫325.683 ,Phú Nhuận,NA,1,1,1,P,https://www.airbnb.com.vn/rooms/1141108959462451028?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899986_P3u3vn9nMqhSbAK2&previous_page_section_name=1000&federated_search_id=d49c4e78-054a-439c-8b7e-b01ae746619c
265,Ngắm hoàng hôn - Blackroom - 2Luxury - Ban công,₫842.160 ,Tân Bình,"4,94",2,1,1,1,https://www.airbnb.com.vn/rooms/985764576550315774?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899986_P3JRgrl9SGkZNTjx&previous_page_section_name=1000&federated_search_id=d49c4e78-054a-439c-8b7e-b01ae746619c
266,"Landmark4 - 20F CĂN hộ ấm cúng, tiện nghi tuyệt vời",₫967.029 ,Phường 22,NA,3,1,1,1,https://www.airbnb.com.vn/rooms/1192014740308843894?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899986_P3hDSNYRA1TcL-dX&previous_page_section_name=1000&federated_search_id=d49c4e78-054a-439c-8b7e-b01ae746619c
267,Căn hộ ban công giá rẻ trong thành phố. HCM,₫350.736 ,Bình Thạnh,"5,0",1,1,0,0,https://www.airbnb.com.vn/rooms/1114200868699567549?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1862870300&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899986_P3Ah3F57bbi9-flj&previous_page_section_name=1000&federated_search_id=d49c4e78-054a-439c-8b7e-b01ae746619c
268,Phòng đáng yêu gần sân bay,₫400.841 ,Tân Bình,"4,98",1,1,0,0,https://www.airbnb.com.vn/rooms/938860606872291616?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1741940465&search_mode=regular_search&check_in=2024-08-20&check_out=2024-08-25&source_impression_id=p3_1723899986_P36BO-BpBAvyDkXW&previous_page_section_name=1000&federated_search_id=d49c4e78-054a-439c-8b7e-b01ae746619c
269,Khu vực Comfort-First/Kitchen & Laundry @nearBuiVien,₫580.000 ,Quận 1,"4,94",2,1,1,1,https://www.airbnb.com.vn/rooms/925123267641360838?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-23&check_out=2024-08-28&source_impression_id=p3_1723899986_P3-2P1iiiNKDfHrY&previous_page_section_name=1000&federated_search_id=d49c4e78-054a-439c-8b7e-b01ae746619c
